desig,name,number,survey,a,e,i,node,argper,period,ra,dec,vmag,absmag,absmagsig,slopepar,heldist,obsdist,alpha,elong,glxlon,glxlat,ra3sig,dec3sig,midtime,midtimejd,aorkey,framet,totalt,elapsed,notes,ch1,ch1err,ch1snr,ch2,ch2err,ch2snr,diam,d1sigl,d1sigu,d3sigl,d3sigu,pv,pv1sigl,pv1sigu,pv3sigl,pv3sigu,eta,eta1sigl,eta1sigu,eta3sigl,eta3sigu,reflsol
2006 WL3,,438430,ExploreNEOs,1.3578,0.24095,20.39,81.3679,67.0856,1.58216,259.35615,30.11345,19.83,20.3,0.3,0.15,1.212,0.33799999999999997,46.7,119.2,52.960916000000005,32.393107,0.98,1.33,2010-06-21T10:48:00.316,2455368.950003657,32599808,,,,Usedphotradius3,36.4,5.9,6.2,131.5,11.2,11.7,0.213,-0.047,0.1,-0.084,0.402,0.295,-0.161,0.20800000000000002,-0.267,0.6409999999999999,1.32,-0.31,0.54,-0.55,1.76,0.01
2006 WO127,,218863,ExploreNEOs,2.1932,0.5501199999999999,11.0,167.7689,314.154,3.24808,72.38335,8.21537,18.55,16.63,0.22,0.15,1.528,0.889,40.2,105.7,190.274218,-22.430388,0.13,0.11,2009-11-04T01:09:24.437,2455139.5481995023,32638208,,,,,102.5,10.8,9.5,350.1,17.5,20.0,1.416,-0.366,0.8270000000000001,-0.6409999999999999,3.577,0.196,-0.12,0.16899999999999998,-0.183,0.48100000000000004,1.25,-0.3,0.54,-0.55,1.83,0.01
2006 WP127,,293054,ExploreNEOs,2.5324,0.76759,6.08,178.3392,22.915,4.02988,57.70986,-11.928460000000001,17.49,18.65,0.22,0.15,1.113,0.23,56.6,112.4,202.07981,-45.361779999999996,0.34,0.56,2011-03-13T21:31:06.674,2455634.396605023,40397056,,,,,439.1,20.2,21.7,1855.9,40.8,45.5,0.511,-0.106,0.21600000000000003,-0.187,0.818,0.23399999999999999,-0.122,0.152,-0.204,0.436,1.4,-0.3,0.53,-0.54,1.69,0.0
2006 WP127,,293054,ExploreNEOs,2.5324,0.76759,6.08,178.3392,22.915,4.02989,53.789640000000006,-13.191889999999999,17.51,18.65,0.22,0.15,1.09,0.221,61.8,107.0,201.21879099999998,-49.349359,0.34,0.61,2011-03-15T16:07:33.879,2455636.171919896,40392704,,,,,342.1,17.8,19.2,1479.6,35.5,41.7,0.467,-0.09,0.18600000000000003,-0.166,0.6940000000000001,0.278,-0.136,0.16,-0.239,0.467,1.45,-0.29,0.53,-0.54,1.66,0.0
2006 WP127,,293054,ExploreNEOs,2.5324,0.76759,6.08,178.3392,22.915,4.02991,43.33108,-16.16781,17.67,18.65,0.22,0.15,1.036,0.205,75.5,93.1,198.032883,-59.734115,0.48,0.73,2011-03-19T20:47:02.465,2455640.3660007524,40396800,,,,,424.0,19.5,21.7,1911.4,40.1,47.7,0.562,-0.107,0.209,-0.192,0.727,0.192,-0.091,0.11199999999999999,-0.161,0.35200000000000004,1.6,-0.3,0.51,-0.55,1.52,0.0
2006 WP127,,293054,ExploreNEOs,2.5324,0.76759,6.08,178.3392,22.915,4.02992,35.99135,-17.90146,17.86,18.65,0.22,0.15,1.002,0.198,84.9,83.8,194.387328,-66.77745300000001,0.64,0.78,2011-03-22T11:24:53.349,2455642.975617465,40392448,,,,,478.8,21.1,22.7,2057.5,43.2,47.6,0.637,-0.11699999999999999,0.222,-0.21100000000000002,0.73,0.15,-0.069,0.084,-0.124,0.268,1.68,-0.29,0.5,-0.54,1.43,0.0
2006 WY2,,262623,ExploreNEOs,0.9834,0.33286,27.55,99.8873,159.9688,0.97524,56.73239,84.35382,18.13,18.93,0.22,0.15,1.125,0.275,57.5,109.1,127.177667,22.999895000000002,0.19,0.95,2010-03-20T12:11:51.157,2455276.008230984,32702720,,,,Usedphotradius3,188.5,14.1,13.4,687.0,25.4,27.0,0.4,-0.08,0.163,-0.147,0.611,0.297,-0.15,0.174,-0.257,0.483,1.42,-0.3,0.53,-0.54,1.68,0.01
2006 WZ2,,248926,ExploreNEOs,1.6945,0.33007,24.66,354.4538,65.8472,2.20581,307.5456,53.643719999999995,17.23,17.2,0.22,0.15,1.143,0.38799999999999996,61.5,98.9,89.94233100000001,8.450312,0.33,0.61,2011-01-07T07:27:35.109,2455568.810823021,32672512,,,,,2858.6,48.6,58.8,16434.2,115.0,142.9,2.782,-0.636,1.305,-1.13,4.829,0.03,-0.016,0.023,-0.026000000000000002,0.076,1.45,-0.29,0.53,-0.53,1.66,0.0
2007 AE12,,199801,ExploreNEOs,1.6846,0.5696399999999999,2.28,245.7732,86.6245,2.18644,325.36685,-18.37249,17.97,19.51,0.22,0.15,1.012,0.11699999999999999,88.3,85.1,33.903632,-45.595734,1.77,0.57,2011-01-12T02:09:14.196,2455573.589747639,32577792,,,,,166.0,12.8,13.0,330.9,17.5,18.9,0.205,-0.027999999999999997,0.053,-0.057999999999999996,0.17300000000000001,0.6609999999999999,-0.25,0.23600000000000002,-0.495,0.5870000000000001,1.71,-0.3,0.5,-0.54,1.4,0.03
2007 BG,,456537,ExploreNEOs,0.7866,0.33077,12.74,168.4189,133.3175,0.69765,43.54504,-19.88466,19.85,19.8,0.22,0.15,1.0390000000000001,0.34,74.6,86.3,205.10246899999999,-61.025718999999995,0.27,0.32,2011-03-26T21:43:16.950,2455647.4050572915,32674816,,,,,72.7,7.9,9.2,361.2,17.3,20.9,0.391,-0.076,0.151,-0.13699999999999998,0.519,0.13699999999999998,-0.066,0.084,-0.114,0.257,1.58,-0.29,0.51,-0.54,1.54,0.0
2007 BM8,,349074,ExploreNEOs,1.3416,0.7206199999999999,27.63,87.6691,179.2151,1.55395,161.28667,83.3615,18.87,18.65,0.22,0.15,1.26,0.473,47.5,112.1,127.054782,32.728305,0.72,0.46,2010-03-26T13:14:09.355,2455282.051497164,32620800,,,,,316.3,16.8,18.8,1797.0,39.5,45.5,1.117,-0.28800000000000003,0.602,-0.498,2.364,0.049,-0.028999999999999998,0.043,-0.044000000000000004,0.141,1.32,-0.3,0.54,-0.55,1.76,0.0
2007 BT2,,256412,ExploreNEOs,1.6324,0.2242,26.86,31.0283,149.0042,2.08564,247.67122999999998,-7.669689999999999,17.69,17.4,0.22,0.15,1.2819999999999998,0.483,45.6,114.4,7.844162,26.575783,0.25,0.28,2011-05-20T21:31:19.786,2455702.3967567817,32580608,,,,,3938.7,59.1,66.6,20708.5,124.3,166.6,3.823,-1.016,2.178,-1.801,8.849,0.013000000000000001,-0.008,0.012,-0.012,0.044000000000000004,1.29,-0.3,0.54,-0.54,1.77,0.0
2007 DK8,,,ExploreNEOs,1.65,0.41912,32.58,155.1856,99.0108,2.11944,1.5257399999999999,33.21236,18.68,19.22,0.22,0.15,1.173,0.298,53.7,112.8,112.13071200000002,-28.708076000000002,3.36,4.07,2009-09-16T06:56:22.139,2455090.7891451274,32575488,,,,,321.6,17.4,18.5,1708.2,37.6,45.4,0.649,-0.151,0.318,-0.264,1.215,0.085,-0.047,0.064,-0.076,0.218,1.38,-0.29,0.54,-0.54,1.72,0.0
2007 EP88,,394392,ExploreNEOs,0.8373,0.8859,20.78,328.654,46.9692,0.7661899999999999,315.55936,-67.1887,19.36,18.84,0.22,0.15,1.073,0.452,69.3,85.8,327.168612,-37.352073,0.64,1.22,2011-06-04T12:58:14.941,2455717.040450706,32604928,,,,,40.0,5.9,6.8,101.8,9.4,10.8,0.312,-0.051,0.098,-0.10099999999999999,0.37,0.531,-0.23,0.23600000000000002,-0.434,0.631,1.53,-0.3,0.51,-0.54,1.57,0.01
2007 GS3,,489486,ExploreNEOs,1.0612,0.12904000000000002,15.09,215.4702,61.1477,1.09315,268.00232,36.67066,18.47,19.7,0.22,0.15,1.0270000000000001,0.163,84.3,86.6,62.387170999999995,27.089831,0.34,1.45,2009-11-11T03:03:30.051,2455146.627431146,32575232,,,,,1522.5,36.5,41.7,8585.1,85.9,99.9,1.067,-0.21600000000000003,0.414,-0.387,1.358,0.02,-0.01,0.013000000000000001,-0.017,0.045,1.68,-0.29,0.51,-0.55,1.44,0.0
2007 HR,,,ExploreNEOs,1.0669,0.74153,11.98,32.796,13.0049,1.10201,141.15957,44.81259,20.13,21.01,0.3,0.15,1.115,0.26,59.1,108.1,175.45712,45.456428,2.89,1.4,2010-05-27T22:41:44.155,2455344.445649942,32591360,,,,,67.9,7.8,8.7,364.2,17.5,20.8,0.255,-0.055,0.11599999999999999,-0.10099999999999999,0.433,0.105,-0.057,0.079,-0.094,0.28800000000000003,1.42,-0.29,0.53,-0.54,1.66,0.0
2007 HX4,,345813,ExploreNEOs,1.3175,0.33153,56.56,41.6906,14.4803,1.51221,252.52109,24.482979999999998,20.06,18.07,0.22,0.15,1.521,0.94,40.1,102.9,44.386497999999996,36.730740000000004,0.24,0.48,2010-05-06T07:30:52.870,2455322.8131119213,32709120,,,,imexamphotometrych1,32.2,8.1,4.0,176.8,12.2,14.5,0.998,-0.27399999999999997,0.616,-0.465,2.715,0.105,-0.065,0.1,-0.098,0.336,1.23,-0.3,0.54,-0.53,1.85,0.0
2007 MK13,,367248,ExploreNEOs,1.0244,0.13968,19.88,95.1247,259.8552,1.03683,317.47598999999997,23.95447,20.03,20.18,0.22,0.15,1.045,0.28600000000000003,75.8,88.3,71.422149,-16.078509,1.25,1.51,2010-07-08T03:53:45.943,2455385.662337303,32697600,,,,,153.9,11.5,13.4,710.8,24.9,28.5,0.466,-0.095,0.188,-0.16899999999999998,0.634,0.068,-0.034,0.044000000000000004,-0.057999999999999996,0.14,1.59,-0.29,0.52,-0.54,1.51,0.0
2007 RF5,,481542,ExploreNEOs,1.064,0.38324,31.93,12.718,221.4243,1.09754,323.10797,-49.667640000000006,18.11,18.65,0.22,0.15,1.163,0.297,55.3,110.9,348.292277,-46.037976,1.1,0.61,2009-11-18T16:44:21.207,2455154.1974676736,32617984,,,,,236.9,15.4,15.4,918.2,27.5,33.4,0.506,-0.106,0.222,-0.192,0.855,0.23800000000000002,-0.124,0.153,-0.21,0.447,1.39,-0.3,0.53,-0.54,1.71,0.0
2007 SJ,,251346,ExploreNEOs,2.0152,0.53409,8.19,306.9033,174.9637,2.8607099999999996,31.499370000000003,25.32566,19.65,17.2,0.22,0.15,1.82,1.081,29.4,119.5,143.470688,-34.554255,0.13,0.09,2010-10-21T18:48:04.611,2455491.2833867013,32648704,,,,Fluxpossiblyaffectedbybrightnearbystar,59.8,8.9,6.7,103.0,10.5,9.8,1.244,-0.379,0.879,-0.627,4.586,0.149,-0.099,0.16699999999999998,-0.14300000000000002,0.515,1.15,-0.31,0.55,-0.54,1.93,0.01
2007 VD12,,,ExploreNEOs,1.146,0.36484,22.86,62.764,91.2648,1.22684,336.77645,-58.71286,19.93,20.18,0.22,0.15,1.232,0.35100000000000003,45.9,119.8,331.188143,-49.751349,1.92,1.57,2009-07-28T14:02:11,2455041.084849537,32687104,,,,,30.0,5.0,6.0,78.7,8.0,9.8,0.185,-0.037000000000000005,0.079,-0.069,0.32799999999999996,0.44,-0.228,0.258,-0.391,0.701,1.3,-0.3,0.54,-0.55,1.77,0.01
2007 XJ20,,447903,ExploreNEOs,1.6941,0.59973,10.62,56.7248,151.7039,2.205,82.95551999999999,-58.12738,17.47,18.84,0.22,0.15,1.0190000000000001,0.14800000000000002,87.6,84.1,266.545563,-33.181678000000005,6.41,1.51,2010-09-01T16:12:46.852,2455441.1755422684,32641280,,,,,506.5,21.3,23.8,2178.4,43.6,50.0,0.546,-0.098,0.18899999999999997,-0.18100000000000002,0.617,0.171,-0.079,0.092,-0.141,0.28300000000000003,1.71,-0.29,0.5,-0.54,1.41,0.0
2007 YQ56,,,ExploreNEOs,1.1406,0.28789000000000003,26.46,276.0745,273.0153,1.21821,193.24302,-3.14132,19.34,20.4,0.3,0.15,1.0290000000000001,0.19899999999999998,82.5,86.4,303.69133,59.72858299999999,0.79,0.62,2009-08-20T10:04:57.827,2455063.9201137386,32639488,,,,,79.5,8.6,9.2,353.3,17.3,20.4,0.267,-0.049,0.10099999999999999,-0.09300000000000001,0.32,0.17,-0.083,0.10099999999999999,-0.142,0.332,1.65,-0.28,0.53,-0.52,1.48,0.0
2007 YV29,,361754,ExploreNEOs,1.373,0.3569,21.88,59.3576,321.7597,1.60885,358.03262,30.3189,19.56,19.32,0.22,0.15,1.054,0.38299999999999995,72.3,86.4,108.0237,-30.827828000000004,0.29,0.47,2011-03-03T22:24:49.213,2455624.433902928,32573184,,,,,33.0,5.4,6.1,105.2,9.5,11.1,0.267,-0.044000000000000004,0.087,-0.085,0.308,0.46299999999999997,-0.205,0.214,-0.381,0.605,1.56,-0.29,0.52,-0.55,1.53,0.01
1994 LW,,20086,ExploreNEOs,3.1894,0.61623,22.4,239.5233,56.2317,5.695880000000001,338.04612000000003,21.498929999999998,18.8,17.01,0.22,0.15,1.225,0.81,55.5,83.4,84.708794,-30.849282000000002,0.25,0.17,2011-07-30T23:19:46.361,2455773.472064364,32581888,,,,Ch2saturated,1278.1,33.2,38.5,5906.7,70.9,83.3,3.687,-0.919,1.8769999999999998,-1.611,7.169,0.02,-0.011000000000000001,0.017,-0.018000000000000002,0.064,1.39,-0.29,0.53,-0.54,1.69,0.0
1999 LO28,Robwhiteley,20460,ExploreNEOs,1.8769,0.41181,33.94,280.1777,283.6099,2.57133,187.89878000000002,-32.57253,16.69,15.57,0.22,0.15,1.239,0.634,55.4,93.9,298.099041,30.110552000000002,0.23,0.14,2009-08-20T08:56:44.883,2455063.872741701,32597504,,,,,2010.7,42.2,47.6,8146.1,81.5,100.0,3.545,-0.852,1.7309999999999999,-1.4709999999999999,7.021,0.08199999999999999,-0.046,0.065,-0.07400000000000001,0.228,1.39,-0.3,0.52,-0.54,1.72,0.0
1976 AA,Aten,2062,ExploreNEOs,0.9665,0.18262,18.93,108.6215,147.9534,0.95024,92.58188,-79.74852,17.38,17.49,0.22,0.15,1.042,0.366,76.6,82.9,291.43370699999997,-28.485504,0.0,0.0,2009-12-02T11:31:40.132,2455167.980325602,32649984,,,,,514.5,22.1,23.3,1876.5,39.4,47.6,1.021,-0.191,0.39,-0.353,1.3159999999999998,0.16899999999999998,-0.081,0.095,-0.142,0.29100000000000004,1.6,-0.29,0.52,-0.54,1.51,0.0
2000 SE45,,20790,ExploreNEOs,2.7412,0.56074,8.33,303.0171,168.811,4.5386,60.6527,34.6229,18.9,16.72,0.22,0.15,1.702,0.983,32.8,115.9,161.74820400000002,-13.468879999999999,0.24,0.12,2009-11-07T20:27:53.273,2455143.352699919,32594688,,,,,123.0,10.7,11.5,307.1,16.3,18.8,1.681,-0.49700000000000005,1.125,-0.8390000000000001,5.417999999999999,0.127,-0.08199999999999999,0.133,-0.121,0.419,1.17,-0.3,0.54,-0.55,1.88,0.01
2000 UV13,,20826,ExploreNEOs,2.4347,0.62639,31.97,347.5779,198.1979,3.79906,357.46873999999997,-9.83502,19.43,14.3,0.15,0.15,3.19,2.64,17.1,113.6,80.011871,-67.420386,0.07,0.09,2009-08-20T23:32:41.194,2455064.481032338,32634880,,,,,33.3,5.5,6.1,31.8,5.3,6.0,7.522,-3.002,9.059,-4.635,64.07300000000001,0.06,-0.047,0.106,-0.059000000000000004,0.374,1.04,-0.28,0.55,-0.43,2.03,0.11
1992 BL2,Chelyabinsk,21088,ExploreNEOs,1.7066,0.23831999999999998,38.46,297.8901,27.0609,2.22947,125.37613,-27.84753,17.86,14.8,0.22,0.15,2.0340000000000003,1.4409999999999998,27.5,111.2,247.85187000000002,5.0677650000000005,0.09,0.14,2010-05-27T12:59:47.771,2455344.0415251274,32606464,,,,,160.6,13.2,12.2,208.4,14.0,14.9,3.1489999999999996,-0.935,2.32,-1.525,12.620999999999999,0.214,-0.14400000000000002,0.228,-0.20600000000000002,0.631,1.12,-0.3,0.54,-0.51,1.96,0.04
1997 WS22,,21374,ExploreNEOs,1.2696,0.12065,23.98,59.2446,197.0498,1.43051,267.05849,15.437529999999999,18.19,17.68,0.22,0.15,1.166,0.467,58.6,98.0,40.131862,20.789573,0.09,0.13,2011-05-25T20:25:39.142,2455707.351147477,32601600,,,,,218.2,14.6,14.9,721.4,25.2,28.6,0.7609999999999999,-0.153,0.316,-0.28,1.237,0.259,-0.134,0.156,-0.228,0.449,1.43,-0.3,0.51,-0.55,1.66,0.0
2000 EX106,,22099,ExploreNEOs,1.1042,0.27618000000000004,9.84,136.5071,186.5299,1.16034,2.44616,-57.655159999999995,17.7,18.26,0.22,0.15,1.0290000000000001,0.24600000000000002,79.6,86.6,313.621573,-58.596947,0.34,0.22,2010-01-11T09:47:46.327,2455207.908175081,32681984,,,,,224.8,15.1,14.9,842.1,26.9,31.3,0.509,-0.085,0.174,-0.161,0.5770000000000001,0.337,-0.152,0.161,-0.272,0.47100000000000003,1.62,-0.29,0.52,-0.54,1.48,0.01
1978 SB,Hephaistos,2212,ExploreNEOs,2.1672,0.83381,11.74,28.2731,208.5576,3.19045,60.340219999999995,41.79525,16.0,13.6,0.15,0.15,1.5759999999999998,0.867,35.4,114.6,156.665098,-8.306917,0.1,0.11,2010-03-20T18:10:58.295,2455276.257619155,32565760,,,,,2485.2,49.7,50.0,10778.2,97.0,111.1,7.372999999999999,-2.076,4.761,-3.543,22.147,0.11699999999999999,-0.07400000000000001,0.113,-0.11,0.33799999999999997,1.19,-0.3,0.54,-0.54,1.92,0.0
1998 WT,,22753,ExploreNEOs,1.2189,0.5697399999999999,3.2,307.5745,324.5778,1.34566,99.56642,30.2591,18.1,17.78,0.22,0.15,1.082,0.35200000000000004,71.2,89.8,184.284244,10.696814999999999,0.07,0.1,2010-11-22T10:49:22.016,2455522.950949259,32646144,,,,,193.4,13.0,14.9,660.9,23.8,27.8,0.615,-0.11,0.217,-0.203,0.773,0.361,-0.16699999999999998,0.184,-0.299,0.51,1.55,-0.3,0.53,-0.55,1.56,0.01
1999 CU3,,22771,ExploreNEOs,1.5764,0.52396,11.4,339.1145,305.6209,1.97934,206.80703,-13.82024,19.6,17.1,0.22,0.15,1.4980000000000002,1.14,42.1,88.4,322.953046,46.871414,0.02,0.02,2011-03-16T15:02:12.936,2455637.126538611,32557568,,,,,46.1,6.3,7.3,177.4,12.2,14.5,1.244,-0.319,0.733,-0.561,3.1639999999999997,0.16399999999999998,-0.1,0.138,-0.153,0.44,1.26,-0.3,0.55,-0.54,1.83,0.01
2000 OY21,,23183,ExploreNEOs,1.8243,0.40128,40.95,119.7272,301.3882,2.46398,197.35056,19.28859,18.87,16.43,0.22,0.15,1.516,1.168,41.6,88.0,331.60385,81.141148,0.08,0.08,2011-02-21T09:50:17.355,2455613.90992309,32588800,,,,,29.3,5.1,5.7,34.0,5.5,6.2,0.726,-0.121,0.264,-0.24,1.329,0.904,-0.426,0.40399999999999997,-0.802,1.083,1.26,-0.3,0.55,-0.55,1.83,0.23
2000 PN9,,23187,ExploreNEOs,1.8467,0.58936,51.31,164.401,293.5118,2.50952,357.61741,-84.28465,17.18,16.43,0.22,0.15,1.127,0.506,65.1,88.3,304.70738,-32.631071999999996,0.14,0.08,2010-11-30T20:52:48.669,2455531.370007743,32623616,,,,,548.2,22.5,24.4,2119.1,42.4,50.0,1.46,-0.292,0.586,-0.528,2.127,0.221,-0.111,0.133,-0.18899999999999997,0.396,1.49,-0.3,0.52,-0.55,1.6,0.0
1976 UA,Hathor,2340,ExploreNEOs,0.8442,0.44975,5.86,211.4929,39.9953,0.77569,102.70776,11.48652,18.71,20.51,0.3,0.15,1.078,0.162,65.1,106.6,202.61363400000002,5.078994000000001,0.0,0.0,2010-12-15T11:21:27.754,2455545.973237893,32594176,,,,,101.3,9.6,10.6,380.0,18.2,20.9,0.185,-0.035,0.067,-0.065,0.25,0.325,-0.157,0.185,-0.28,0.557,1.49,-0.3,0.51,-0.54,1.61,0.01
2000 OG,,24443,ExploreNEOs,2.3101,0.82226,25.82,178.33,230.9991,3.5110300000000003,101.93457,9.8528,17.29,16.72,0.22,0.15,1.133,0.479,62.4,92.7,203.73382,3.6616489999999997,0.82,0.28,2011-05-28T00:43:29.633,2455709.5302040856,32563456,,,,,246.2,15.3,16.1,720.7,25.2,28.6,0.858,-0.145,0.303,-0.28300000000000003,1.147,0.491,-0.22899999999999998,0.235,-0.414,0.613,1.46,-0.3,0.53,-0.54,1.62,0.01
1998 SF36,Itokawa,25143,ExploreNEOs,1.3241,0.28009,1.62,69.0848,162.7565,1.5237,258.79235,27.76122,15.44,19.22,0.22,0.15,1.018,0.052000000000000005,74.6,102.6,50.120149,32.243565000000004,0.67,0.97,2010-05-15T14:45:09.176,2455332.114689537,-1,,,,,1767.5,40.7,43.4,6033.2,72.4,83.3,0.271,-0.043,0.084,-0.087,0.29100000000000004,0.496,-0.21,0.222,-0.39399999999999996,0.593,1.59,-0.31,0.52,-0.55,1.53,0.01
2001 CP44,,25916,ExploreNEOs,2.5625,0.49776000000000004,15.74,94.7432,199.8711,4.10191,56.69718,2.22991,17.4,13.95,0.15,0.15,1.844,1.636,33.6,84.4,185.234384,-38.588415000000005,0.07,0.08,2010-10-01T14:45:39.712,2455471.115042963,32587520,,,,,237.3,15.2,15.6,733.4,25.7,28.5,5.472,-1.577,3.822,-2.635,18.43,0.154,-0.10099999999999999,0.153,-0.147,0.456,1.17,-0.29,0.54,-0.54,1.9,0.01
2000 DN8,,27346,ExploreNEOs,1.8753,0.39876,36.95,135.3067,269.1886,2.568,30.860970000000002,-7.6094800000000005,18.37,16.24,0.22,0.15,1.35,0.997,48.9,83.9,167.401896,-64.072343,0.24,0.1,2009-08-22T21:19:03.477,2455066.3882346875,32587008,,,,,142.0,12.1,11.7,485.0,20.9,23.2,1.589,-0.368,0.784,-0.655,3.266,0.222,-0.124,0.159,-0.20199999999999999,0.508,1.33,-0.3,0.53,-0.55,1.77,0.01
1982 BB,Eger,3103,ExploreNEOs,1.4048,0.35441999999999996,20.93,129.8242,253.9527,1.6650200000000002,222.34765,13.07768,17.96,15.57,0.22,0.15,1.584,1.011,39.1,102.3,11.813985,59.06746,0.04,0.06,2009-08-24T22:47:36.781,2455068.4497312615,32584448,,,,,162.4,12.0,13.5,242.6,14.3,17.0,1.5759999999999998,-0.35,0.7959999999999999,-0.64,3.713,0.423,-0.242,0.28600000000000003,-0.39,0.7759999999999999,1.23,-0.3,0.53,-0.54,1.85,0.04
1981 ET3,Florence,3122,ExploreNEOs,1.7683,0.4229,22.16,336.1461,27.6925,2.35138,159.05195,29.66398,17.31,14.61,0.22,0.15,1.589,1.34,39.5,83.6,199.977657,60.255230000000005,0.06,0.07,2011-01-07T14:30:12.199,2455569.1043078587,32611072,,,,,319.0,16.6,19.2,806.4,26.6,30.3,3.551,-0.9109999999999999,2.096,-1.605,9.558,0.198,-0.121,0.174,-0.18600000000000003,0.534,1.24,-0.3,0.54,-0.56,1.84,0.01
1982 RA,Nefertiti,3199,ExploreNEOs,1.5745,0.28392,32.97,340.0446,53.3558,1.97573,202.6466,-32.100770000000004,18.2,15.19,0.22,0.15,1.944,1.35,28.9,110.5,312.51059,30.042358,0.1,0.08,2011-04-12T21:16:50.278,2455664.3866930325,32680192,,,,,99.1,9.3,10.7,72.8,7.9,9.2,1.676,-0.38299999999999995,0.961,-0.69,5.263999999999999,0.531,-0.324,0.379,-0.504,1.046,1.14,-0.3,0.54,-0.53,1.94,0.2
1998 WT24,,33342,ExploreNEOs,0.7185,0.41795,7.34,81.9978,167.2968,0.60897,145.11066,-2.9085,17.59,18.16,0.22,0.15,1.015,0.221,84.0,83.5,238.351632,35.065853999999995,0.0,0.0,2011-01-07T12:28:35.485,2455569.0198551505,32606976,,,,,144.9,12.3,11.8,280.6,16.0,17.5,0.345,-0.044000000000000004,0.08,-0.095,0.27899999999999997,0.816,-0.292,0.261,-0.601,0.648,1.67,-0.29,0.51,-0.54,1.44,0.05
2000 UR13,,34613,ExploreNEOs,2.0683,0.38863000000000003,6.17,315.5014,285.8096,2.97463,130.74131,14.025220000000001,18.2,16.34,0.22,0.15,1.6369999999999998,0.894,32.5,118.9,212.346129,30.952754,0.45,0.36,2011-05-29T00:33:44.979,2455710.523437257,32638464,,,,,139.0,11.1,12.5,477.9,20.1,23.8,1.7469999999999999,-0.489,1.11,-0.831,5.377999999999999,0.16699999999999998,-0.105,0.163,-0.157,0.49700000000000005,1.18,-0.3,0.54,-0.55,1.91,0.01
1991 VH,,35107,ExploreNEOs,1.1373,0.14420999999999998,13.91,139.3926,206.8862,1.21285,40.41245,-2.2608200000000003,18.25,17.01,0.22,0.15,1.172,0.66,58.8,87.0,174.34430600000002,-53.748976,0.05,0.04,2010-03-20T17:04:49.542,2455276.211684514,32676352,,,,,113.2,11.1,10.2,477.5,20.5,23.3,0.915,-0.177,0.359,-0.32799999999999996,1.436,0.33399999999999996,-0.168,0.193,-0.29,0.532,1.43,-0.3,0.52,-0.55,1.67,0.01
1983 RD,Verenia,3551,ExploreNEOs,2.0926,0.48712,9.51,173.8779,193.1976,3.02718,251.17821,-3.90832,18.26,17.01,0.22,0.15,1.4240000000000002,0.6659999999999999,41.6,112.9,13.498505999999999,25.799762,0.27,0.2,2010-09-28T07:10:13.245,2455467.798764409,32677888,,,,,126.4,10.5,12.0,404.2,18.6,21.7,1.002,-0.24100000000000002,0.526,-0.42200000000000004,2.283,0.276,-0.158,0.212,-0.253,0.591,1.26,-0.31,0.54,-0.55,1.81,0.01
1985 JA,Mera,3553,ExploreNEOs,1.6445,0.32044,36.77,232.5648,288.8914,2.10891,31.93859,-6.03065,18.22,16.82,0.22,0.15,1.517,0.768,36.5,116.5,167.07126,-62.170248,0.15,0.17,2010-02-06T20:20:51.908,2455234.347823009,32592896,,,,,121.8,11.7,10.4,355.9,17.8,20.0,1.15,-0.289,0.6779999999999999,-0.504,3.083,0.248,-0.151,0.209,-0.231,0.599,1.2,-0.3,0.55,-0.55,1.87,0.01
1986 EB,Amun,3554,ExploreNEOs,0.9738,0.28047,23.36,358.6575,359.3928,0.96096,229.67785,-17.948320000000002,17.45,16.15,0.22,0.15,1.247,0.69,53.5,93.0,345.46165299999996,32.498495,0.07,0.06,2010-04-04T14:37:08.858,2455291.109130301,32588032,,,,,478.4,21.0,22.8,1640.4,37.7,43.5,1.7830000000000001,-0.405,0.852,-0.706,3.325,0.192,-0.106,0.141,-0.171,0.41,1.38,-0.3,0.54,-0.54,1.72,0.0
1999 TX16,,36183,ExploreNEOs,1.5513,0.33271,38.22,54.6973,311.1476,1.9322099999999998,199.52226000000002,11.80677,19.27,16.53,0.22,0.15,1.931,1.214,27.2,119.6,326.441297,73.44964399999999,0.17,0.26,2010-07-22T11:48:43.861,2455399.9921743167,32675328,,,,,35.3,5.6,6.3,38.5,5.8,6.6,1.03,-0.26,0.655,-0.465,3.489,0.408,-0.258,0.33799999999999997,-0.389,0.948,1.12,-0.3,0.54,-0.51,1.95,0.11
1999 VV,,36236,ExploreNEOs,1.3324,0.42339,58.04,241.0918,19.7232,1.53806,110.88277,-25.61223,19.14,16.15,0.22,0.15,1.84,1.2919999999999998,32.2,105.1,239.272164,-4.8774120000000005,0.21,0.18,2011-01-07T11:11:40.128,2455568.9664366664,32576000,,,,Usedcolpulldownfixmosaics,40.4,6.4,6.3,60.5,7.4,8.2,1.3130000000000002,-0.33299999999999996,0.7909999999999999,-0.5820000000000001,4.085,0.35600000000000004,-0.218,0.298,-0.33799999999999997,0.8240000000000001,1.17,-0.31,0.54,-0.55,1.9,0.07
